old state road 1,old state road 2,old state road 3,old state road 3,TD 1,TD 2,TD 3,TD 4,TD intersection,dtcc 1,dtcc 2,dtcc 3,dtcc 4,target state 1,target state 2,target state 3,target state 4
0,0,0,0,0,0.333333333,0,0.666666667,0,1000,9,1000,61,0,0,0,1
0,0,0,0,0,0.25,0,0.25,0.5,1000,9,1000,188,0,0,0,0
0,0,0,0,0,0.8,0,0.2,0,1000,9,1000,82,0,1,0,0
0,1,0,0,0,0.75,0,0.25,0,1000,81,1000,62,0,1,0,0
0,1,0,0,0.25,0.5,0,0.125,0.125,260,7,1000,62,0,1,0,0
0,1,0,0,0.25,0.375,0,0.125,0.25,198,3,1000,62,0,1,0,0
0,1,0,0,0.25,0.25,0,0.125,0.375,118,25,1000,62,0,1,0,0
0,1,0,0,0.25,0,0,0.125,0.625,34,1000,1000,62,0,1,0,0
0,1,0,0,0.4,0,0,0.2,0.4,10,1000,1000,62,0,0,0,0
0,0,0,0,0.4,0.2,0,0.2,0.2,10,229,1000,62,0,0,0,0
0,0,0,0,0.5,0.25,0,0.25,0,10,107,1000,62,1,0,0,0
1,0,0,0,0,0.2,0,0.4,0.4,1000,33,1000,62,0,0,0,0
0,0,0,0,0,0.4,0,0.4,0.2,1000,9,1000,62,0,0,0,0
0,0,0,0,0.2,0.4,0,0.4,0,224,9,1000,62,0,0,0,1
0,0,0,1,0.2,0.4,0,0,0.4,144,9,1000,1000,0,0,0,1
0,0,0,1,0.25,0.5,0,0,0.25,84,9,1000,1000,0,0,0,0
0,0,0,0,0.25,0.5,0,0,0.25,10,9,1000,1000,0,0,0,0
0,0,0,0,0.25,0.5,0.25,0,0,10,9,211,1000,0,1,0,0
0,1,0,0,0.2,0,0.4,0,0.4,10,1000,139,1000,0,1,0,0
0,1,0,0,0.2,0,0.4,0,0.4,10,1000,67,1000,0,0,0,0
0,0,0,0,0.25,0,0.5,0.25,0,10,1000,9,148,0,0,1,0
0,0,0,0,0.25,0,0.5,0.25,0,10,1000,9,148,0,0,1,0
0,0,1,0,0.2,0,0,0.4,0.4,10,1000,1000,58,0,0,0,0
0,0,0,0,0.25,0,0,0.5,0.25,10,1000,1000,58,0,0,0,0
0,0,0,0,0.25,0,0,0.75,0,10,1000,1000,58,0,0,0,1
0,0,0,1,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,10,151,295,116,0,0,0,1
0,0,0,1,0.142857143,0.142857143,0.142857143,0.142857143,0.428571429,10,61,205,204,0,0,0,1
0,0,0,1,0.25,0.25,0.25,0.25,0,10,9,107,106,0,0,0,1
0,0,0,1,0.25,0.25,0.25,0.25,0,10,9,53,52,0,0,0,1
0,0,0,1,0.2,0.4,0.2,0,0.2,10,9,9,1000,0,0,0,0
0,0,0,0,0.25,0.5,0.25,0,0,10,9,9,1000,0,1,0,0
0,1,0,0,0.2,0.2,0.2,0.2,0.2,10,101,9,197,0,1,0,0
0,1,0,0,0.142857143,0.285714286,0.142857143,0.285714286,0.142857143,10,27,9,123,0,1,0,0
0,1,0,0,0.142857143,0.142857143,0.142857143,0.285714286,0.285714286,10,135,9,61,0,1,0,0
0,1,0,0,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,10,75,9,61,0,1,0,0
0,1,0,0,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,10,9,9,61,0,1,0,0
0,1,0,0,0.25,0,0.25,0.5,0,10,1000,9,61,0,0,0,0
0,0,0,0,0.2,0.2,0.2,0.4,0,10,223,9,61,0,0,0,1
0,0,0,1,0.25,0.25,0.25,0.25,0,10,163,9,59,0,0,0,1
0,0,0,0,0.142857143,0.428571429,0.285714286,0.142857143,0,10,9,9,212,0,1,0,0
0,1,0,0,0.125,0.375,0.25,0.125,0.125,10,127,9,148,0,1,0,0
0,1,0,0,0.125,0.375,0.25,0.125,0.125,10,67,9,88,0,1,0,0
0,1,0,0,0.125,0.375,0.25,0.125,0.125,10,7,9,58,0,1,0,0
0,1,0,0,0.142857143,0.142857143,0.285714286,0.142857143,0.285714286,10,33,9,58,0,1,0,0
0,1,0,0,0.2,0,0.4,0.2,0.2,10,1000,9,58,0,0,0,0
0,0,0,0,0.166666667,0.166666667,0.333333333,0.166666667,0.166666667,10,197,9,58,0,0,0,0
0,0,0,0,0.166666667,0.166666667,0.333333333,0.166666667,0.166666667,10,111,9,58,0,0,0,0
0,0,0,0,0.166666667,0.166666667,0.333333333,0.333333333,0,10,41,9,58,0,0,1,0
0,0,1,0,0.166666667,0.166666667,0,0.5,0.166666667,10,9,1000,58,0,0,0,0
0,0,0,0,0.166666667,0.166666667,0,0.5,0.166666667,10,9,1000,58,0,0,0,0
0,0,0,0,0.166666667,0.333333333,0,0.5,0,10,9,1000,58,0,0,0,1
0,0,0,1,0.166666667,0.333333333,0,0.166666667,0.333333333,10,9,1000,70,0,0,0,1
0,0,0,1,0.166666667,0.333333333,0,0,0.5,10,9,1000,1000,0,0,0,1
0,0,0,1,0.166666667,0.333333333,0,0,0.5,10,9,1000,1000,0,0,0,0
0,0,0,0,0.142857143,0.285714286,0,0.142857143,0.428571429,10,9,1000,228,0,0,0,0
0,0,0,0,0.166666667,0.5,0,0.166666667,0.166666667,10,9,1000,134,0,0,0,0
0,0,0,0,0.166666667,0.666666667,0,0.166666667,0,10,9,1000,72,0,1,0,0
0,1,0,0,0.142857143,0.428571429,0,0.142857143,0.285714286,10,49,1000,60,0,1,0,0
0,1,0,0,0.25,0.25,0,0.125,0.375,10,57,1000,60,0,1,0,0
0,1,0,0,0.285714286,0.142857143,0,0.142857143,0.428571429,10,73,1000,60,0,1,0,0
0,1,0,0,0.4,0.2,0,0.2,0.2,10,17,1000,60,0,1,0,0
0,1,0,0,0.5,0,0.166666667,0.166666667,0.166666667,10,1000,245,60,0,0,0,0
0,0,0,0,0.5,0,0.166666667,0.166666667,0.166666667,10,1000,181,60,0,0,0,0
0,0,0,0,0.5,0,0.166666667,0.166666667,0.166666667,10,1000,121,60,0,0,0,0
0,0,0,0,0.6,0,0.2,0.2,0,10,1000,51,60,1,0,0,0
1,0,0,0,0.2,0,0.2,0.2,0.4,42,1000,9,60,1,0,0,0
1,0,0,0,0,0,0.25,0.25,0.5,1000,1000,9,60,1,0,0,0
1,0,0,0,0,0,0.25,0.25,0.5,1000,1000,9,60,0,0,0,0
0,0,0,0,0,0.166666667,0.333333333,0.166666667,0.333333333,1000,217,9,60,0,0,0,0
0,0,0,0,0,0.2,0.4,0.2,0.2,1000,133,9,60,0,0,0,0
0,0,0,0,0,0.166666667,0.5,0.333333333,0,1000,39,9,60,0,0,1,0
0,0,1,0,0,0.285714286,0.285714286,0.285714286,0.142857143,1000,9,77,60,0,0,1,0
0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,1000,9,25,60,0,0,1,0
0,0,1,0,0,0.285714286,0.142857143,0.428571429,0.142857143,1000,9,131,60,0,0,1,0
0,0,1,0,0,0.375,0.125,0.375,0.125,1000,9,89,60,0,0,1,0
0,0,1,0,0,0.375,0.125,0.375,0.125,1000,9,89,60,0,0,1,0
0,0,1,0,0,0.375,0.125,0.375,0.125,1000,9,39,60,0,0,1,0
0,0,1,0,0,0.375,0.125,0.375,0.125,1000,9,3,60,0,0,1,0
0,0,1,0,0,0.444444444,0,0.333333333,0.222222222,1000,9,1000,60,0,0,0,0
0,0,0,0,0,0.571428571,0,0.428571429,0,1000,9,1000,60,0,1,0,0
0,1,0,0,0,0.285714286,0,0.428571429,0.285714286,1000,3,1000,60,0,1,0,0
0,1,0,0,0,0.142857143,0,0.428571429,0.428571429,1000,29,1000,60,0,1,0,0
0,1,0,0,0,0,0,0.5,0.5,1000,1000,1000,60,0,1,0,0
0,1,0,0,0,0,0,0.5,0.5,1000,1000,1000,60,0,0,0,0
0,0,0,0,0,0,0,0.75,0.25,1000,1000,1000,60,0,0,0,0
0,0,0,0,0,0.2,0,0.6,0.2,1000,187,1000,60,0,0,0,0
0,0,0,0,0,0.25,0,0.75,0,1000,101,1000,60,0,0,0,1
0,0,0,1,0,0.25,0,0.5,0.25,1000,63,1000,85,0,0,0,1
0,0,0,1,0,0.25,0,0.5,0.25,1000,37,1000,59,0,0,0,1
0,0,0,1,0,0.25,0,0.25,0.5,1000,9,1000,83,0,0,0,1
0,0,0,1,0,0.333333333,0,0,0.666666667,1000,9,1000,1000,0,0,0,1
0,0,0,1,0,0.333333333,0,0,0.666666667,1000,9,1000,1000,0,0,0,0
0,0,0,0,0,0.5,0,0,0.5,1000,9,1000,1000,0,0,0,0
0,0,0,0,0,0.666666667,0,0.333333333,0,1000,9,1000,209,0,1,0,0
0,1,0,0,0,0.25,0,0.5,0.25,1000,131,1000,157,0,1,0,0
0,1,0,0,0,0.25,0,0.5,0.25,1000,71,1000,97,0,1,0,0
0,1,0,0,0,0.25,0,0.5,0.25,1000,11,1000,61,0,1,0,0
0,1,0,0,0.166666667,0.166666667,0,0.5,0.166666667,312,195,1000,61,0,0,0,0
0,0,0,0,0.166666667,0.166666667,0,0.5,0.166666667,268,151,1000,61,0,0,0,0
0,0,0,0,0.166666667,0.166666667,0.166666667,0.5,0,118,9,199,61,0,0,0,1
0,0,0,1,0.2,0.2,0.2,0,0.4,38,9,119,1000,0,0,0,1
0,0,0,1,0.25,0.25,0.25,0,0.25,10,9,21,1000,0,0,0,0
0,0,0,0,0.4,0.4,0.2,0,0,10,9,9,1000,0,1,0,0
0,1,0,0,0.5,0.166666667,0.166666667,0,0.166666667,10,147,9,1000,0,1,0,0
0,1,0,0,0.5,0.166666667,0.166666667,0,0.166666667,10,89,9,1000,0,1,0,0
0,1,0,0,0.5,0.166666667,0.166666667,0,0.166666667,10,17,9,1000,0,1,0,0
0,1,0,0,0.75,0,0.25,0,0,10,1000,9,1000,0,0,0,0
0,0,0,0,0.6,0.2,0.2,0,0,10,237,9,1000,1,0,0,0
1,0,0,0,0.166666667,0.166666667,0.333333333,0,0.333333333,2,167,9,1000,1,0,0,0
1,0,0,0,0,0.166666667,0.333333333,0.166666667,0.333333333,1000,101,9,242,0,0,0,0
0,0,0,0,0,0.166666667,0.333333333,0.166666667,0.333333333,1000,37,9,178,0,0,0,0
0,0,0,0,0,0.2,0.4,0.2,0.2,1000,9,9,80,0,0,0,0
0,0,0,0,0,0.2,0.4,0.4,0,1000,9,9,62,0,0,0,1
0,0,0,1,0,0.285714286,0.285714286,0.285714286,0.142857143,1000,9,9,99,0,0,0,1
0,0,0,1,0,0.285714286,0.285714286,0.142857143,0.285714286,1000,9,9,116,0,0,0,1
0,0,0,1,0,0.285714286,0.285714286,0.142857143,0.285714286,1000,9,9,72,0,0,0,1
0,0,0,1,0,0.333333333,0.333333333,0,0.333333333,1000,9,9,1000,0,0,0,1
0,0,0,1,0,0.5,0.5,0,0,1000,9,9,1000,0,0,0,0
0,0,0,0,0,0.4,0.6,0,0,1000,9,9,1000,0,0,1,0
0,0,1,0,0,0.4,0.4,0,0.2,1000,9,5,1000,0,0,1,0
0,0,1,0,0,0.5,0.25,0,0.25,1000,9,189,1000,0,0,1,0
0,0,1,0,0,0.5,0.5,0,0,1000,9,121,1000,0,1,0,0
0,1,0,0,0,0.2,0.4,0.2,0.2,1000,1,53,210,0,1,0,0
0,1,0,0,0,0.2,0.4,0.2,0.2,1000,203,9,136,0,0,0,0
0,0,0,0,0,0.333333333,0.333333333,0.166666667,0.166666667,1000,151,9,84,0,0,0,0
0,0,0,0,0,0.4,0.4,0.2,0,1000,9,9,60,0,1,0,0
0,1,0,0,0,0,0.4,0.2,0.4,1000,1000,9,60,0,1,0,0
0,1,0,0,0,0,0.5,0.25,0.25,1000,1000,9,60,0,0,0,0
0,0,0,0,0,0,0.666666667,0.333333333,0,1000,1000,9,60,0,0,1,0
0,0,1,0,0,0,0,0.333333333,0.666666667,1000,1000,1000,60,0,0,1,0
0,0,1,0,0,0,0,0.333333333,0.666666667,1000,1000,1000,60,0,0,0,0
0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,1000,175,1000,60,0,0,0,0
0,0,0,0,0,0.666666667,0,0.333333333,0,1000,11,1000,60,0,1,0,0
0,1,0,0,0,0.2,0.2,0.4,0.2,1000,119,319,60,0,1,0,0
0,1,0,0,0,0.285714286,0.285714286,0.285714286,0.142857143,1000,37,237,60,0,1,0,0
0,1,0,0,0,0.285714286,0.285714286,0.285714286,0.142857143,1000,87,145,60,0,1,0,0
0,1,0,0,0,0.285714286,0.285714286,0.285714286,0.142857143,1000,33,91,60,0,1,0,0
0,1,0,0,0,0.142857143,0.285714286,0.285714286,0.285714286,1000,53,9,60,0,1,0,0
0,1,0,0,0,0,0.333333333,0.333333333,0.333333333,1000,1000,9,60,0,1,0,0
0,1,0,0,0,0,0.333333333,0.333333333,0.333333333,1000,1000,9,60,0,0,0,0
0,0,0,0,0,0,0.4,0.4,0.2,1000,1000,9,60,0,0,0,0
0,0,0,0,0,0,0.4,0.4,0.2,1000,1000,9,60,0,0,0,0
0,0,0,0,0,0,0.5,0.5,0,1000,1000,9,60,0,0,0,1
0,0,0,1,0,0.2,0.4,0,0.4,1000,183,9,1000,0,0,0,1
0,0,0,1,0,0.2,0.4,0,0.4,1000,127,9,1000,0,0,0,0
0,0,0,0,0,0.333333333,0.333333333,0,0.333333333,1000,35,9,1000,0,0,0,0
0,0,0,0,0,0.6,0.4,0,0,1000,9,9,1000,0,0,1,0
0,0,1,0,0,0.75,0.25,0,0,1000,9,3,1000,0,0,1,0
0,0,1,0,0,0.8,0,0,0.2,1000,9,1000,1000,0,0,0,0
0,0,0,0,0,1,0,0,0,1000,9,1000,1000,0,1,0,0
0,1,0,0,0,0.5,0,0,0.5,1000,57,1000,1000,0,1,0,0
0,1,0,0,0,0.5,0,0,0.5,1000,13,1000,1000,0,1,0,0
0,1,0,0,0,0.4,0,0,0.6,1000,53,1000,1000,0,1,0,0
0,1,0,0,0,0.4,0,0,0.6,1000,31,1000,1000,0,1,0,0
0,1,0,0,0,0.4,0,0,0.6,1000,9,1000,1000,0,1,0,0
0,1,0,0,0,0.25,0,0.25,0.5,1000,131,1000,217,0,1,0,0
0,1,0,0,0,0.333333333,0,0.333333333,0.333333333,1000,79,1000,165,0,1,0,0
0,1,0,0,0,0.5,0,0.5,0,1000,29,1000,115,0,1,0,0
0,1,0,0,0,0.333333333,0,0.333333333,0.333333333,1000,235,1000,71,0,1,0,0
0,1,0,0,0,0.333333333,0,0.333333333,0.333333333,1000,183,1000,63,0,1,0,0
0,1,0,0,0,0.333333333,0,0.333333333,0.333333333,1000,119,1000,63,0,1,0,0
0,1,0,0,0,0.333333333,0,0.333333333,0.333333333,1000,69,1000,63,0,1,0,0
0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,316,3,1000,63,0,1,0,0
0,1,0,0,0.25,0.25,0,0.25,0.25,254,237,1000,63,0,1,0,0
0,1,0,0,0.4,0.4,0,0.2,0,188,171,1000,63,0,0,0,1
0,0,0,1,0.333333333,0.333333333,0,0.166666667,0.166666667,140,123,1000,260,0,0,0,1
0,0,0,1,0.4,0.4,0,0.2,0,62,45,1000,182,0,1,0,0
0,1,0,0,0.333333333,0.333333333,0.166666667,0.166666667,0,38,21,299,158,0,1,0,0
0,1,0,0,0.333333333,0.166666667,0.166666667,0.166666667,0.166666667,10,47,263,122,0,1,0,0
0,1,0,0,0.4,0,0.2,0.2,0.2,10,1000,207,66,0,1,0,0
0,1,0,0,0.4,0,0.2,0.2,0.2,10,1000,141,58,0,0,0,0
0,0,0,0,0.4,0,0.2,0.2,0.2,10,1000,71,58,0,0,0,0
0,0,0,0,0.285714286,0,0.428571429,0.142857143,0.142857143,10,1000,9,58,0,0,0,0
0,0,0,0,0.333333333,0,0.5,0.166666667,0,10,1000,9,58,1,0,0,0
1,0,0,0,0,0,0.5,0.166666667,0.333333333,1000,1000,9,58,1,0,0,0
1,0,0,0,0,0.142857143,0.428571429,0.142857143,0.285714286,1000,177,9,58,0,0,0,0
0,0,0,0,0,0.25,0.375,0.125,0.25,1000,113,9,58,0,0,0,0
0,0,0,0,0,0.285714286,0.428571429,0.142857143,0.142857143,1000,31,9,58,0,0,0,0
0,0,0,0,0,0.428571429,0.428571429,0.142857143,0,1000,9,9,58,0,0,1,0
0,0,1,0,0,0.428571429,0.285714286,0.142857143,0.142857143,1000,9,13,58,0,0,1,0
0,0,1,0,0,0.428571429,0,0.142857143,0.428571429,1000,9,1000,58,0,0,1,0
0,0,1,0,0,0.428571429,0,0.142857143,0.428571429,1000,9,1000,58,0,0,0,0
0,0,0,0,0,0.5,0,0.166666667,0.333333333,1000,9,1000,58,0,0,0,0
0,0,0,0,0,0.571428571,0,0.142857143,0.285714286,1000,9,1000,58,0,0,0,0
0,0,0,0,0,0.8,0,0.2,0,1000,9,1000,58,0,1,0,0
0,1,0,0,0,0.4,0,0.2,0.4,1000,11,1000,58,0,1,0,0
0,1,0,0,0,0.2,0,0.2,0.6,1000,1,1000,58,0,1,0,0
0,1,0,0,0,0,0,0.2,0.8,1000,1000,1000,58,0,1,0,0
0,0,0,0,0,0,0,0.333333333,0.666666667,1000,1000,1000,58,0,0,0,0
0,0,0,0,0,0,0,0.5,0.5,1000,1000,1000,58,0,0,0,0
0,0,0,0,0,0,0,1,0,1000,1000,1000,58,0,0,0,1
0,0,0,1,0,0.5,0,0,0.5,1000,191,1000,1000,0,0,0,0
0,0,0,0,0,0.666666667,0,0,0.333333333,1000,127,1000,1000,0,0,0,0
0,0,0,0,0,0.666666667,0,0,0.333333333,1000,57,1000,1000,0,0,0,0
0,0,0,0,0,0.666666667,0,0.333333333,0,1000,9,1000,182,0,1,0,0
0,1,0,0,0,0.333333333,0,0.333333333,0.333333333,1000,23,1000,132,0,1,0,0
0,1,0,0,0,0,0,0.333333333,0.666666667,1000,1000,1000,84,0,1,0,0
0,1,0,0,0,0,0,0.5,0.5,1000,1000,1000,58,0,0,0,0
0,0,0,0,0,0,0,0.666666667,0.333333333,1000,1000,1000,58,0,0,0,0
0,0,0,0,0,0,0,1,0,1000,1000,1000,58,0,0,0,1
0,0,0,1,0,0,0.333333333,0.333333333,0.333333333,1000,1000,249,108,0,0,0,1
0,0,0,1,0,0,0.5,0.5,0,1000,1000,203,62,0,0,0,1
0,0,0,1,0,0,0.4,0.4,0.2,1000,1000,133,230,0,0,0,1
0,0,0,1,0,0,0.4,0.4,0.2,1000,1000,69,166,0,0,0,1
0,0,0,1,0,0,0.4,0.4,0.2,1000,1000,9,98,0,0,0,1
0,0,0,1,0,0,0.6,0,0.4,1000,1000,9,1000,0,0,0,1
0,0,0,1,0,0,0.6,0,0.4,1000,1000,9,1000,0,0,0,0
0,0,0,0,0,0,0.75,0,0.25,1000,1000,9,1000,0,0,0,0
0,0,0,0,0,0,1,0,0,1000,1000,9,1000,0,0,1,0
0,0,1,0,0,0.25,0,0,0.75,1000,173,1000,1000,0,0,1,0
0,0,1,0,0,0.5,0,0,0.5,1000,89,1000,1000,0,0,1,0
0,0,1,0,0,0.5,0,0,0.5,1000,65,1000,1000,0,0,0,0
0,0,0,0,0,0.5,0,0,0.5,1000,9,1000,1000,0,0,0,0
0,0,0,0,0,1,0,0,0,1000,9,1000,1000,0,1,0,0
0,1,0,0,0,0.6,0,0,0.4,1000,85,1000,1000,0,1,0,0
0,1,0,0,0.142857143,0.428571429,0,0.142857143,0.285714286,270,9,1000,206,0,1,0,0
0,1,0,0,0.142857143,0.142857143,0,0.142857143,0.571428571,196,13,1000,132,0,1,0,0
0,1,0,0,0.166666667,0,0.166666667,0.166666667,0.5,122,1000,289,58,0,0,0,0
0,0,0,0,0.125,0.125,0.25,0.125,0.375,62,233,229,58,0,0,0,0
0,0,0,0,0.142857143,0.285714286,0.285714286,0.142857143,0.142857143,10,135,131,58,0,0,0,0
0,0,0,0,0.166666667,0.333333333,0.333333333,0.166666667,0,10,63,59,58,1,0,0,0
1,0,0,0,0,0.333333333,0.333333333,0.166666667,0.166666667,1000,9,9,58,0,0,0,0
0,0,0,0,0,0.4,0.4,0.2,0,1000,9,9,58,0,1,0,0
0,1,0,0,0,0,0.4,0.2,0.4,1000,1000,9,58,0,1,0,0
0,1,0,0,0,0,0.5,0.25,0.25,1000,1000,9,58,0,0,0,0
0,0,0,0,0.2,0,0.4,0.2,0.2,1000,1000,9,58,0,0,0,0
0,0,0,0,0.2,0.2,0.4,0.2,0,194,1000,9,58,0,0,1,0
0,0,1,0,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,120,173,285,58,0,0,1,0
0,0,1,0,0.2,0.2,0.2,0.2,0.2,64,117,229,58,0,0,1,0
0,0,1,0,0.166666667,0.333333333,0.333333333,0.166666667,0,10,13,125,58,1,0,0,0
1,0,0,0,0,0.285714286,0.428571429,0.142857143,0.142857143,1000,9,51,58,0,0,0,0
0,0,0,0,0,0.285714286,0.428571429,0.142857143,0.142857143,1000,9,9,58,0,0,0,0
0,0,0,0,0,0.333333333,0.5,0.166666667,0,1000,9,9,58,0,0,1,0
